farm_id,brix,size,area,is_wifi,is_power,slope,maintenance,mulching,umbrella,spring_cooler,drip_hose,frost_fan,windscreent,week,temp_average,humi_average,press_average
aab,11.33,44.81,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.73,42.38,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.03,42.24,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.7,45.75,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.93,44.49,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.53,40.7,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.2,47,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.43,45.09,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.27,41.11,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.1,44.69,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.17,46.85,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.93,41.92,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.77,40.57,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.37,44.94,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.9,42.91,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.4,42.34,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.73,44.76,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.37,42.14,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.67,41.49,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.23,45.56,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.6,43.85,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.9,41.47,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.8,48.41,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.13,41.5,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.97,44.64,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.77,41.88,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.9,41.83,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.27,45.81,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.87,46.97,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.33,46.21,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.8,48.14,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,45.02,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.77,44.86,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.8,48.5,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.6,45.74,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.47,45.4,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.97,48.08,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.83,43.82,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.27,47.7,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.03,46.01,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.7,41.12,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.07,47.78,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.27,46.13,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.1,48.83,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.2,45.32,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.03,48.89,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.2,40.68,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.1,46.49,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.1,48.56,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,41.28,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.3,46.06,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.5,48.29,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.07,48.89,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.97,45.45,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.9,46.51,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.2,47.82,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.2,40.77,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,44.31,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,46.2,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.43,43.09,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.67,47.29,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.57,42.67,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.43,41.05,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.73,47.17,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.83,45.05,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,47.44,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.87,46.14,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.27,44.39,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,40.18,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.57,46.31,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.43,44.78,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,40.45,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.5,46.64,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.3,43.44,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.33,44.95,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.5,42.58,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.07,46.09,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.5,44.58,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.33,48.89,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.7,47.04,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.87,43.18,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.73,41.93,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.93,44.54,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.97,48.68,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,46.84,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.43,44.26,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,44.56,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.93,47.18,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.47,40.46,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.3,41.44,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.5,41.58,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.63,47.61,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.87,44.99,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.87,44.55,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.6,47.94,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.33,40.98,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,46.57,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.5,46.75,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.23,46.13,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.93,44.24,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.13,42.45,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.57,45.54,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.53,42.92,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.07,45.52,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.43,45.76,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.67,44.45,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.8,46.69,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.27,45.95,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.23,40.55,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.3,45.15,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.37,45.6,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,42.9,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.93,48.61,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.7,41.64,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.63,43.07,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.9,45.56,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.1,42.09,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.77,43.75,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.27,46.63,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,41.89,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.93,43.47,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.27,42.57,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.97,43.82,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.1,40.91,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.37,47.35,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.3,45.33,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.43,46.73,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.43,47.55,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.87,46.75,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.97,42.36,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.63,48.6,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.53,48.13,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,40.81,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.7,42.83,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.63,47.51,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.57,40.43,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.27,46.19,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.13,47.63,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11,40.29,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.2,47.14,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.03,46.81,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.63,40.43,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.33,41.15,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.3,41.21,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.57,40.64,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.13,47.11,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.43,46.95,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.6,44.46,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.6,48.11,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.13,47.53,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.93,43.92,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,43.62,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.37,47.24,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.37,42.72,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.93,45.77,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.7,41.13,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.47,47.32,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.37,43.53,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.53,45.27,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.1,40.52,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.5,48.69,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.87,41.54,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.13,43.05,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,11.5,46.09,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.3,44.19,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.63,43.35,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.8,40.28,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,9.73,44.81,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.57,41.93,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.33,43.36,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.17,46.61,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
aab,10.87,48.34,2500,Y,Y,0,Y,Y,Y,Y,Y,Y,Y,11-03,13.625,51.375,7.65
