"","farm_id","name","address","latitude","longitude","area","citrus_id","month","week","research_day","tag","brix","size"
"18","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ijs",10,4,"2021.10.21",18,12.64,57.27
"19","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"jjs",10,4,"2021.10.21",19,9.47,52.83
"20","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"kjs",10,4,"2021.10.21",20,9.62,52.56
"21","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ljs",10,4,"2021.10.21",21,11.27,53.73
"22","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"mjs",10,4,"2021.10.21",22,11.16,52.93
"23","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"njs",10,4,"2021.10.21",23,11.17,59.56
"24","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ojs",10,4,"2021.10.21",24,10.9,55.57
"25","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"pjs",10,4,"2021.10.21",25,9.4,55.46
"26","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"qjs",10,4,"2021.10.21",26,11.22,57.79
"27","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"rjs",10,4,"2021.10.21",27,9.27,54.04
"28","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"sjs",10,4,"2021.10.21",28,9.62,57.06
"29","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"tjs",10,4,"2021.10.21",29,11.38,54.92
"30","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ujs",10,4,"2021.10.21",30,10.5,57.49
"31","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"vjs",10,4,"2021.10.21",31,10.94,54.98
"32","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"wjs",10,4,"2021.10.21",32,9.73,55.18
"33","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"xjs",10,4,"2021.10.21",33,9.22,57.94
"34","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"yjs",10,4,"2021.10.21",34,9.67,55.31
"35","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"zjs",10,4,"2021.10.21",35,9.82,52.8
"36","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"aks",10,4,"2021.10.21",36,9.82,54.96
"37","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"bks",10,4,"2021.10.21",37,9.59,54.45
"38","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"cks",10,4,"2021.10.21",38,9.9,56.73
"39","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"dks",10,4,"2021.10.21",39,9.28,56.88
"40","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"eks",10,4,"2021.10.21",40,9.8,57.22
"41","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"fks",10,4,"2021.10.21",41,9.4,52.15
"42","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"gks",10,4,"2021.10.21",42,9.18,62.7
"43","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"hks",10,4,"2021.10.21",43,9.34,54.77
"44","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"iks",10,4,"2021.10.21",44,9.57,55.67
"45","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"jks",10,4,"2021.10.21",45,10.11,52.48
"46","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"kks",10,4,"2021.10.21",46,9.64,56.02
"47","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"lks",10,4,"2021.10.21",47,8.62,56.14
"48","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"mks",10,4,"2021.10.21",48,9.22,57.06
"49","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"nks",10,4,"2021.10.21",49,9.79,56.64
"50","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"oks",10,4,"2021.10.21",50,9.6,55.67
"51","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"pks",10,4,"2021.10.21",51,9.54,55.51
"52","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"qks",10,4,"2021.10.21",52,9.18,54.55
"53","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"rks",10,4,"2021.10.21",53,8.47,51.28
"54","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"sks",10,4,"2021.10.21",54,9.49,54.8
"55","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"tks",10,4,"2021.10.21",55,9.6,54.66
"56","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"uks",10,4,"2021.10.21",56,9.42,55.85
"57","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"vks",10,4,"2021.10.21",57,10.31,56.8
"58","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"wks",10,4,"2021.10.21",58,9.82,55.39
"59","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"xks",10,4,"2021.10.21",59,10.08,56.11
"60","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"yks",10,4,"2021.10.21",60,10.92,52.58
"61","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"zks",10,4,"2021.10.21",61,10.7,56.02
"62","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"als",10,4,"2021.10.21",62,9.06,57.75
"63","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"bls",10,4,"2021.10.21",63,9.36,55.6
"64","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"cls",10,4,"2021.10.21",64,9.87,54.9
"65","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"dls",10,4,"2021.10.21",65,9.31,56.68
"66","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"els",10,4,"2021.10.21",66,9.71,54.87
"67","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"fls",10,4,"2021.10.21",67,9.07,60.05
"68","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"gls",10,4,"2021.10.21",68,8.62,58.81
"69","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"hls",10,4,"2021.10.21",69,9.91,51.56
"70","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ils",10,4,"2021.10.21",70,9.51,49.06
"71","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"jls",10,4,"2021.10.21",71,8.98,52.95
"72","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"kls",10,4,"2021.10.21",72,8.83,59.17
"73","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"lls",10,4,"2021.10.21",73,9.07,52.78
"74","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"mls",10,4,"2021.10.21",74,8.91,59.35
"75","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"nls",10,4,"2021.10.21",75,9.2,58.86
"76","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ols",10,4,"2021.10.21",76,8.91,50.6
"77","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"pls",10,4,"2021.10.21",77,8.81,60.68
"78","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"qls",10,4,"2021.10.21",78,9.24,58.44
"79","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"rls",10,4,"2021.10.21",79,8.74,53.67
"80","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"sls",10,4,"2021.10.21",80,9.54,56.29
"81","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"tls",10,4,"2021.10.21",81,10.07,52.64
"82","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"uls",10,4,"2021.10.21",82,9.79,54.34
"83","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"vls",10,4,"2021.10.21",83,10,57
"84","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"wls",10,4,"2021.10.21",84,10.03,57.99
"85","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"xls",10,4,"2021.10.21",85,9.91,56.32
"86","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"yls",10,4,"2021.10.21",86,9.78,53.69
"87","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"zls",10,4,"2021.10.21",87,9.89,54.77
"88","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ams",10,4,"2021.10.21",88,10.1,58.63
"89","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"bms",10,4,"2021.10.21",89,10.02,56.58
"90","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"cms",10,4,"2021.10.21",90,8.37,56.73
"91","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"dms",10,4,"2021.10.21",91,10.29,61.58
"92","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ems",10,4,"2021.10.21",92,9.17,57.46
"93","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"fms",10,4,"2021.10.21",93,7.97,54.99
"94","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"gms",10,4,"2021.10.21",94,10.11,54.75
"95","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"hms",10,4,"2021.10.21",95,10.41,56.67
"96","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ims",10,4,"2021.10.21",96,11.26,50.95
"97","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"jms",10,4,"2021.10.21",97,10.99,55.36
"98","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"kms",10,4,"2021.10.21",98,10.93,50.06
"99","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"lms",10,4,"2021.10.21",99,10.91,57.38
"100","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"mms",10,4,"2021.10.21",100,10.99,50.53
"101","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"jqs",11,1,"2021.11.3",1,10.49,49.77
"102","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"kqs",11,1,"2021.11.3",2,10.31,56.2
"103","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"lqs",11,1,"2021.11.3",3,10.73,51.92
"104","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"mqs",11,1,"2021.11.3",4,10.79,52.73
"105","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"nqs",11,1,"2021.11.3",5,10.63,49.89
"106","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"oqs",11,1,"2021.11.3",6,10.03,50.37
"107","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"pqs",11,1,"2021.11.3",7,10.39,52.19
"108","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"qqs",11,1,"2021.11.3",8,9.07,58.96
"109","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"rqs",11,1,"2021.11.3",9,11.67,51.66
"110","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"sqs",11,1,"2021.11.3",10,11.79,52.27
"111","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"tqs",11,1,"2021.11.3",11,11.39,47.05
"112","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"uqs",11,1,"2021.11.3",12,11.39,54.01
"113","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"vqs",11,1,"2021.11.3",13,10.29,52.16
"114","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"wqs",11,1,"2021.11.3",14,10.4,57.38
"115","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"xqs",11,1,"2021.11.3",15,9.77,55.34
"116","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"yqs",11,1,"2021.11.3",16,11.88,47.47
"117","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"zqs",11,1,"2021.11.3",17,11.03,49.7
"118","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ars",11,1,"2021.11.3",18,11.56,49.72
"119","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"brs",11,1,"2021.11.3",19,12.06,50.88
"120","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"crs",11,1,"2021.11.3",20,11.06,47.6
"121","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"drs",11,1,"2021.11.3",21,9.67,56.47
"122","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ers",11,1,"2021.11.3",22,10.74,53.58
"123","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"frs",11,1,"2021.11.3",23,11.82,53.07
"124","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"grs",11,1,"2021.11.3",24,11.88,53.14
"125","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"hrs",11,1,"2021.11.3",25,11.77,53.49
"126","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"irs",11,1,"2021.11.3",26,11.3,51.09
"127","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"jrs",11,1,"2021.11.3",27,11.52,51.09
"128","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"krs",11,1,"2021.11.3",28,11.08,51.87
"129","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"lrs",11,1,"2021.11.3",29,11.23,53.3
"130","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"mrs",11,1,"2021.11.3",30,11.72,51.59
"131","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"nrs",11,1,"2021.11.3",31,12.2,54.66
"132","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ors",11,1,"2021.11.3",32,11.79,49.79
"133","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"prs",11,1,"2021.11.3",33,11.88,54.74
"134","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"qrs",11,1,"2021.11.3",34,10.59,49.75
"135","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"rrs",11,1,"2021.11.3",35,10.52,55.59
"136","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"srs",11,1,"2021.11.3",36,10.72,52.36
"137","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"trs",11,1,"2021.11.3",37,10.52,51.83
"138","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"urs",11,1,"2021.11.3",38,9.76,53.86
"139","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"vrs",11,1,"2021.11.3",39,10.21,49.57
"140","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"wrs",11,1,"2021.11.3",40,10.37,55.47
"141","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"xrs",11,1,"2021.11.3",41,10.61,49.73
"142","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"yrs",11,1,"2021.11.3",42,10.39,51.27
"143","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"zrs",11,1,"2021.11.3",43,10.29,51.64
"144","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ass",11,1,"2021.11.3",44,8.93,50.36
"145","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"bss",11,1,"2021.11.3",45,10.31,50.69
"146","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"css",11,1,"2021.11.3",46,10.26,50.89
"147","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"dss",11,1,"2021.11.3",47,10.64,55.02
"148","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ess",11,1,"2021.11.3",48,10.53,51.3
"149","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"fss",11,1,"2021.11.3",49,10.06,50.71
"150","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"gss",11,1,"2021.11.3",50,10.76,55.59
"151","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"hss",11,1,"2021.11.3",51,9.56,54.67
"152","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"iss",11,1,"2021.11.3",52,9.98,47.18
"153","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"jss",11,1,"2021.11.3",53,9.87,50.25
"154","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"kss",11,1,"2021.11.3",54,10.29,53.22
"155","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"lss",11,1,"2021.11.3",55,10.13,55.63
"156","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"mss",11,1,"2021.11.3",56,9.36,53.78
"157","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"nss",11,1,"2021.11.3",57,9.82,54.46
"158","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"oss",11,1,"2021.11.3",58,9.92,51.55
"159","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"pss",11,1,"2021.11.3",59,10.01,47.1
"160","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"qss",11,1,"2021.11.3",60,10.14,53.29
"161","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"rss",11,1,"2021.11.3",61,10.3,50.07
"162","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"sss",11,1,"2021.11.3",62,9.44,47.88
"163","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"tss",11,1,"2021.11.3",63,10.64,48.03
"164","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"uss",11,1,"2021.11.3",64,10.68,52.1
"165","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"vss",11,1,"2021.11.3",65,9.84,56.62
"166","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"wss",11,1,"2021.11.3",66,10.53,52.2
"167","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"xss",11,1,"2021.11.3",67,10.18,51.78
"168","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"yss",11,1,"2021.11.3",68,10.57,51.84
"169","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"zss",11,1,"2021.11.3",69,10.06,51.06
"170","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ats",11,1,"2021.11.3",70,10.19,50.34
"171","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"bts",11,1,"2021.11.3",71,9.46,54.18
"172","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"cts",11,1,"2021.11.3",72,9.87,48.32
"173","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"dts",11,1,"2021.11.3",73,9.74,55.21
"174","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"ets",11,1,"2021.11.3",74,9.61,48.54
"175","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"fts",11,1,"2021.11.3",75,9.71,54.07
"176","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"gts",11,1,"2021.11.3",76,10.62,51.36
"177","aab","남원농가","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"hts",11,1,"2021.11.3",77,10.3,53.56
