"","X","citrus_id","farm_id","month","week","research_day","tag","brix","size"
"116",16,"yqs","aab",11,1,"2021-11-03",16,11.88,47.47
"117",17,"zqs","aab",11,1,"2021-11-03",17,11.03,49.7
"118",18,"ars","aab",11,1,"2021-11-03",18,11.56,49.72
"119",19,"brs","aab",11,1,"2021-11-03",19,12.06,50.88
"120",20,"crs","aab",11,1,"2021-11-03",20,11.06,47.6
"121",21,"drs","aab",11,1,"2021-11-03",21,9.67,56.47
"122",22,"ers","aab",11,1,"2021-11-03",22,10.74,53.58
"123",23,"frs","aab",11,1,"2021-11-03",23,11.82,53.07
"124",24,"grs","aab",11,1,"2021-11-03",24,11.88,53.14
"125",25,"hrs","aab",11,1,"2021-11-03",25,11.77,53.49
"126",26,"irs","aab",11,1,"2021-11-03",26,11.3,51.09
"127",27,"jrs","aab",11,1,"2021-11-03",27,11.52,51.09
"128",28,"krs","aab",11,1,"2021-11-03",28,11.08,51.87
"129",29,"lrs","aab",11,1,"2021-11-03",29,11.23,53.3
"130",30,"mrs","aab",11,1,"2021-11-03",30,11.72,51.59
"131",31,"nrs","aab",11,1,"2021-11-03",31,12.2,54.66
"132",32,"ors","aab",11,1,"2021-11-03",32,11.79,49.79
"133",33,"prs","aab",11,1,"2021-11-03",33,11.88,54.74
"134",34,"qrs","aab",11,1,"2021-11-03",34,10.59,49.75
"135",35,"rrs","aab",11,1,"2021-11-03",35,10.52,55.59
"136",36,"srs","aab",11,1,"2021-11-03",36,10.72,52.36
"137",37,"trs","aab",11,1,"2021-11-03",37,10.52,51.83
"138",38,"urs","aab",11,1,"2021-11-03",38,9.76,53.86
"139",39,"vrs","aab",11,1,"2021-11-03",39,10.21,49.57
"140",40,"wrs","aab",11,1,"2021-11-03",40,10.37,55.47
"141",41,"xrs","aab",11,1,"2021-11-03",41,10.61,49.73
"142",42,"yrs","aab",11,1,"2021-11-03",42,10.39,51.27
"143",43,"zrs","aab",11,1,"2021-11-03",43,10.29,51.64
"144",44,"ass","aab",11,1,"2021-11-03",44,8.93,50.36
"145",45,"bss","aab",11,1,"2021-11-03",45,10.31,50.69
"146",46,"css","aab",11,1,"2021-11-03",46,10.26,50.89
"147",47,"dss","aab",11,1,"2021-11-03",47,10.64,55.02
"148",48,"ess","aab",11,1,"2021-11-03",48,10.53,51.3
"149",49,"fss","aab",11,1,"2021-11-03",49,10.06,50.71
"150",50,"gss","aab",11,1,"2021-11-03",50,10.76,55.59
"151",51,"hss","aab",11,1,"2021-11-03",51,9.56,54.67
"152",52,"iss","aab",11,1,"2021-11-03",52,9.98,47.18
"153",53,"jss","aab",11,1,"2021-11-03",53,9.87,50.25
"154",54,"kss","aab",11,1,"2021-11-03",54,10.29,53.22
"155",55,"lss","aab",11,1,"2021-11-03",55,10.13,55.63
"156",56,"mss","aab",11,1,"2021-11-03",56,9.36,53.78
"157",57,"nss","aab",11,1,"2021-11-03",57,9.82,54.46
"158",58,"oss","aab",11,1,"2021-11-03",58,9.92,51.55
"159",59,"pss","aab",11,1,"2021-11-03",59,10.01,47.1
"160",60,"qss","aab",11,1,"2021-11-03",60,10.14,53.29
"161",61,"rss","aab",11,1,"2021-11-03",61,10.3,50.07
"162",62,"sss","aab",11,1,"2021-11-03",62,9.44,47.88
"163",63,"tss","aab",11,1,"2021-11-03",63,10.64,48.03
"164",64,"uss","aab",11,1,"2021-11-03",64,10.68,52.1
"165",65,"vss","aab",11,1,"2021-11-03",65,9.84,56.62
"166",66,"wss","aab",11,1,"2021-11-03",66,10.53,52.2
"167",67,"xss","aab",11,1,"2021-11-03",67,10.18,51.78
"168",68,"yss","aab",11,1,"2021-11-03",68,10.57,51.84
"169",69,"zss","aab",11,1,"2021-11-03",69,10.06,51.06
"170",70,"ats","aab",11,1,"2021-11-03",70,10.19,50.34
"171",71,"bts","aab",11,1,"2021-11-03",71,9.46,54.18
"172",72,"cts","aab",11,1,"2021-11-03",72,9.87,48.32
"173",73,"dts","aab",11,1,"2021-11-03",73,9.74,55.21
"174",74,"ets","aab",11,1,"2021-11-03",74,9.61,48.54
"175",75,"fts","aab",11,1,"2021-11-03",75,9.71,54.07
"176",76,"gts","aab",11,1,"2021-11-03",76,10.62,51.36
"177",77,"hts","aab",11,1,"2021-11-03",77,10.3,53.56
"178",78,"its","aab",11,1,"2021-11-03",78,10.16,57.2
"179",79,"jts","aab",11,1,"2021-11-03",79,9.84,53.94
"180",80,"kts","aab",11,1,"2021-11-03",80,9.93,53.46
"181",81,"lts","aab",11,1,"2021-11-03",81,9.72,54.4
"182",82,"mts","aab",11,1,"2021-11-03",82,9.71,52.2
"183",83,"nts","aab",11,1,"2021-11-03",83,9.47,46.21
"184",84,"ots","aab",11,1,"2021-11-03",84,9.58,53.76
"185",85,"pts","aab",11,1,"2021-11-03",85,9.38,50.1
"186",86,"qts","aab",11,1,"2021-11-03",86,9.42,52.67
"187",87,"rts","aab",11,1,"2021-11-03",87,9.3,49.88
"188",88,"sts","aab",11,1,"2021-11-03",88,10.07,51.58
"189",89,"tts","aab",11,1,"2021-11-03",89,10.07,53.59
"190",90,"uts","aab",11,1,"2021-11-03",90,9.39,55.93
"191",91,"vts","aab",11,1,"2021-11-03",91,9.53,48.25
"192",92,"wts","aab",11,1,"2021-11-03",92,9.67,52.5
"193",93,"xts","aab",11,1,"2021-11-03",93,9.72,51.1
"194",94,"yts","aab",11,1,"2021-11-03",94,9.5,51.26
"195",95,"zts","aab",11,1,"2021-11-03",95,9.56,49.11
"196",96,"aus","aab",11,1,"2021-11-03",96,9.54,48.92
"197",97,"bus","aab",11,1,"2021-11-03",97,9.82,52.21
"198",98,"cus","aab",11,1,"2021-11-03",98,9.46,56.87
"199",99,"dus","aab",11,1,"2021-11-03",99,9.62,55.37
"200",100,"eus","aab",11,1,"2021-11-03",100,9.81,48.16
"201",1,"fus","aab",11,3,"2021-11-15",1,10.08,44.18
"202",2,"gus","aab",11,3,"2021-11-15",2,10,45.01
"203",3,"hus","aab",11,3,"2021-11-15",3,11.04,45.43
"204",4,"ius","aab",11,3,"2021-11-15",4,10.41,44.17
"205",5,"jus","aab",11,3,"2021-11-15",5,11.98,45.34
"206",6,"kus","aab",11,3,"2021-11-15",6,10.99,45.36
"207",7,"lus","aab",11,3,"2021-11-15",7,12.33,44.64
"208",8,"mus","aab",11,3,"2021-11-15",8,10.24,44.16
"209",9,"nus","aab",11,3,"2021-11-15",9,10.23,42.91
"210",10,"ous","aab",11,3,"2021-11-15",10,11.7,47.95
"211",11,"pus","aab",11,3,"2021-11-15",11,10.13,45.71
"212",12,"qus","aab",11,3,"2021-11-15",12,11.93,44.37
"213",13,"rus","aab",11,3,"2021-11-15",13,12.08,44.78
"214",14,"sus","aab",11,3,"2021-11-15",14,9.82,42.59
"215",15,"tus","aab",11,3,"2021-11-15",15,10.18,42.12
"216",16,"uus","aab",11,3,"2021-11-15",16,9.5,46.27
"217",17,"vus","aab",11,3,"2021-11-15",17,9.28,45.1
"218",18,"wus","aab",11,3,"2021-11-15",18,10.84,45.33
"219",19,"xus","aab",11,3,"2021-11-15",19,12.26,44.66
"220",20,"yus","aab",11,3,"2021-11-15",20,11.62,43.34
"221",21,"zus","aab",11,3,"2021-11-15",21,10.61,43.81
"222",22,"avs","aab",11,3,"2021-11-15",22,11.03,43.14
"223",23,"bvs","aab",11,3,"2021-11-15",23,10.72,43.65
"224",24,"cvs","aab",11,3,"2021-11-15",24,10.63,44.4
"225",25,"dvs","aab",11,3,"2021-11-15",25,11.07,44.49
"226",26,"evs","aab",11,3,"2021-11-15",26,10.68,42.81
"227",27,"fvs","aab",11,3,"2021-11-15",27,10.5,43.08
"228",28,"gvs","aab",11,3,"2021-11-15",28,10.83,43.63
"229",29,"hvs","aab",11,3,"2021-11-15",29,10.94,43.79
"230",30,"ivs","aab",11,3,"2021-11-15",30,10.88,42.78
"231",31,"jvs","aab",11,3,"2021-11-15",31,11.16,46.33
"232",32,"kvs","aab",11,3,"2021-11-15",32,11.19,46.01
"233",33,"lvs","aab",11,3,"2021-11-15",33,11.29,46.55
"234",34,"mvs","aab",11,3,"2021-11-15",34,10.69,46.53
"235",35,"nvs","aab",11,3,"2021-11-15",35,10.93,44.97
"236",36,"ovs","aab",11,3,"2021-11-15",36,10.52,46.76
"237",37,"pvs","aab",11,3,"2021-11-15",37,10.78,45.35
"238",38,"qvs","aab",11,3,"2021-11-15",38,10.62,45.3
"239",39,"rvs","aab",11,3,"2021-11-15",39,10.84,47.54
"240",40,"svs","aab",11,3,"2021-11-15",40,11.1,45.03
"241",41,"tvs","aab",11,3,"2021-11-15",41,10.63,44.53
"242",42,"uvs","aab",11,3,"2021-11-15",42,10.89,43.67
"243",43,"vvs","aab",11,3,"2021-11-15",43,10.52,46.55
"244",44,"wvs","aab",11,3,"2021-11-15",44,11.04,43.57
"245",45,"xvs","aab",11,3,"2021-11-15",45,10.49,43.85
"246",46,"yvs","aab",11,3,"2021-11-15",46,11.04,45.01
"247",47,"zvs","aab",11,3,"2021-11-15",47,11.02,44.42
"248",48,"aws","aab",11,3,"2021-11-15",48,10.97,46.37
"249",49,"bws","aab",11,3,"2021-11-15",49,10.88,45.05
"250",50,"cws","aab",11,3,"2021-11-15",50,11.14,45.22
"251",51,"dws","aab",11,3,"2021-11-15",51,10.9,43.03
"252",52,"ews","aab",11,3,"2021-11-15",52,10.67,44.73
"253",53,"fws","aab",11,3,"2021-11-15",53,10.93,44.49
"254",54,"gws","aab",11,3,"2021-11-15",54,10.73,46.48
"255",55,"hws","aab",11,3,"2021-11-15",55,10.54,44.08
"256",56,"iws","aab",11,3,"2021-11-15",56,10.68,44.73
"257",57,"jws","aab",11,3,"2021-11-15",57,10.58,45.7
"258",58,"kws","aab",11,3,"2021-11-15",58,10.3,43.77
"259",59,"lws","aab",11,3,"2021-11-15",59,10.54,44.38
"260",60,"mws","aab",11,3,"2021-11-15",60,10.88,43.57
"261",61,"nws","aab",11,3,"2021-11-15",61,10.5,44.09
"262",62,"ows","aab",11,3,"2021-11-15",62,10.39,43.29
"263",63,"pws","aab",11,3,"2021-11-15",63,10.92,44.53
"264",64,"qws","aab",11,3,"2021-11-15",64,10.58,47.01
"265",65,"rws","aab",11,3,"2021-11-15",65,10.04,46.36
"266",66,"sws","aab",11,3,"2021-11-15",66,10.6,43.72
"267",67,"tws","aab",11,3,"2021-11-15",67,10.32,44.75
"268",68,"uws","aab",11,3,"2021-11-15",68,10.74,44.75
"269",69,"vws","aab",11,3,"2021-11-15",69,10.09,40.93
"270",70,"wws","aab",11,3,"2021-11-15",70,10.38,44.9
"271",71,"xws","aab",11,3,"2021-11-15",71,10.78,46.7
"272",72,"yws","aab",11,3,"2021-11-15",72,10.26,44.93
"273",73,"zws","aab",11,3,"2021-11-15",73,10.33,43.21
"274",74,"axs","aab",11,3,"2021-11-15",74,10.46,45.37
"275",75,"bxs","aab",11,3,"2021-11-15",75,10.16,43.58
"276",76,"cxs","aab",11,3,"2021-11-15",76,10.98,44.44
"277",77,"dxs","aab",11,3,"2021-11-15",77,10.39,42.81
"278",78,"exs","aab",11,3,"2021-11-15",78,10.36,43.97
"279",79,"fxs","aab",11,3,"2021-11-15",79,10.54,44.28
"280",80,"gxs","aab",11,3,"2021-11-15",80,9.94,45.7
"281",81,"hxs","aab",11,3,"2021-11-15",81,10.54,44.08
"282",82,"ixs","aab",11,3,"2021-11-15",82,10.29,45.84
"283",83,"jxs","aab",11,3,"2021-11-15",83,11.51,44.09
"284",84,"kxs","aab",11,3,"2021-11-15",84,10.48,46.08
"285",85,"lxs","aab",11,3,"2021-11-15",85,9.99,42.47
"286",86,"mxs","aab",11,3,"2021-11-15",86,10.9,44.63
"287",87,"nxs","aab",11,3,"2021-11-15",87,9.5,42.97
"288",88,"oxs","aab",11,3,"2021-11-15",88,10.16,45.04
"289",89,"pxs","aab",11,3,"2021-11-15",89,10.23,43.97
"290",90,"qxs","aab",11,3,"2021-11-15",90,10.69,43.22
"291",91,"rxs","aab",11,3,"2021-11-15",91,9.82,44.41
"292",92,"sxs","aab",11,3,"2021-11-15",92,10.23,45.56
"293",93,"txs","aab",11,3,"2021-11-15",93,9.52,44.13
"294",94,"uxs","aab",11,3,"2021-11-15",94,10.04,43.78
"295",95,"vxs","aab",11,3,"2021-11-15",95,11,45.75
"296",96,"wxs","aab",11,3,"2021-11-15",96,9.99,45.32
"297",97,"xxs","aab",11,3,"2021-11-15",97,10.27,44.62
"298",98,"yxs","aab",11,3,"2021-11-15",98,10.46,45.49
"299",99,"zxs","aab",11,3,"2021-11-15",99,10.78,43.39
"300",100,"ays","aab",11,3,"2021-11-15",100,9.53,41.95
"301",1,"bys","aab",11,4,"2021-11-22",1,10.49,47.55
"302",2,"cys","aab",11,4,"2021-11-22",2,11.53,53.57
"303",3,"dys","aab",11,4,"2021-11-22",3,10.9,52.22
"304",4,"eys","aab",11,4,"2021-11-22",4,11.37,53.29
"305",5,"fys","aab",11,4,"2021-11-22",5,10.09,51.32
"306",6,"gys","aab",11,4,"2021-11-22",6,12.7,52.04
"307",7,"hys","aab",11,4,"2021-11-22",7,12.7,49.11
"308",8,"iys","aab",11,4,"2021-11-22",8,11.18,53.92
"309",9,"jys","aab",11,4,"2021-11-22",9,10.83,56.48
"310",10,"kys","aab",11,4,"2021-11-22",10,10.7,52.55
"311",11,"lys","aab",11,4,"2021-11-22",11,10.63,54.47
"312",12,"mys","aab",11,4,"2021-11-22",12,10.47,56.34
"313",13,"nys","aab",11,4,"2021-11-22",13,10.53,56.32
"314",14,"oys","aab",11,4,"2021-11-22",14,10.62,49.93
"315",15,"pys","aab",11,4,"2021-11-22",15,10.28,52.74
"316",16,"qys","aab",11,4,"2021-11-22",16,10.56,54.07
"317",17,"rys","aab",11,4,"2021-11-22",17,10.39,51.49
"318",18,"sys","aab",11,4,"2021-11-22",18,9.53,55.39
"319",19,"tys","aab",11,4,"2021-11-22",19,10.44,51.49
"320",20,"uys","aab",11,4,"2021-11-22",20,10.72,53.53
"321",21,"vys","aab",11,4,"2021-11-22",21,10.57,53.4
"322",22,"wys","aab",11,4,"2021-11-22",22,10.46,57
"323",23,"xys","aab",11,4,"2021-11-22",23,10.8,54.74
"324",24,"yys","aab",11,4,"2021-11-22",24,10.83,56.61
"325",25,"zys","aab",11,4,"2021-11-22",25,10.41,47.57
"326",26,"azs","aab",11,4,"2021-11-22",26,11.21,51.15
"327",27,"bzs","aab",11,4,"2021-11-22",27,11.33,47.82
"328",28,"czs","aab",11,4,"2021-11-22",28,10.29,52.9
"329",29,"dzs","aab",11,4,"2021-11-22",29,10.6,54.52
"330",30,"ezs","aab",11,4,"2021-11-22",30,10.56,53.84
"331",31,"fzs","aab",11,4,"2021-11-22",31,10.67,51.9
"332",32,"gzs","aab",11,4,"2021-11-22",32,10.41,53.42
"333",33,"hzs","aab",11,4,"2021-11-22",33,10.73,50.99
"334",34,"izs","aab",11,4,"2021-11-22",34,10.52,52.03
"335",35,"jzs","aab",11,4,"2021-11-22",35,10.02,57.09
"336",36,"kzs","aab",11,4,"2021-11-22",36,10.29,52.3
"337",37,"lzs","aab",11,4,"2021-11-22",37,9.82,50.22
"338",38,"mzs","aab",11,4,"2021-11-22",38,9.33,49.32
"339",39,"nzs","aab",11,4,"2021-11-22",39,10.56,57.7
"340",40,"ozs","aab",11,4,"2021-11-22",40,10.52,50.77
"341",41,"pzs","aab",11,4,"2021-11-22",41,10.57,50.16
"342",42,"qzs","aab",11,4,"2021-11-22",42,10.5,50.92
"343",43,"rzs","aab",11,4,"2021-11-22",43,10.5,53
"344",44,"szs","aab",11,4,"2021-11-22",44,10.44,49.77
"345",45,"tzs","aab",11,4,"2021-11-22",45,10.52,50.56
"346",46,"uzs","aab",11,4,"2021-11-22",46,11.02,52.39
"347",47,"vzs","aab",11,4,"2021-11-22",47,10.99,55.2
"348",48,"wzs","aab",11,4,"2021-11-22",48,10.51,48.22
"349",49,"xzs","aab",11,4,"2021-11-22",49,10.51,49.46
"350",50,"yzs","aab",11,4,"2021-11-22",50,10.4,53.53
"351",51,"zzs","aab",11,4,"2021-11-22",51,10.64,54.43
"352",52,"aat","aab",11,4,"2021-11-22",52,10.21,51.1
"353",53,"bat","aab",11,4,"2021-11-22",53,10.46,49.72
"354",54,"cat","aab",11,4,"2021-11-22",54,10.57,47.87
"355",55,"dat","aab",11,4,"2021-11-22",55,9.83,56.86
"356",56,"eat","aab",11,4,"2021-11-22",56,10.34,53.67
"357",57,"fat","aab",11,4,"2021-11-22",57,10.82,51.06
"358",58,"gat","aab",11,4,"2021-11-22",58,10.53,51.91
"359",59,"hat","aab",11,4,"2021-11-22",59,10.46,51.28
"360",60,"iat","aab",11,4,"2021-11-22",60,10.19,53.87
"361",61,"jat","aab",11,4,"2021-11-22",61,10.67,51.13
"362",62,"kat","aab",11,4,"2021-11-22",62,10.66,51.64
"363",63,"lat","aab",11,4,"2021-11-22",63,10.6,52.67
"364",64,"mat","aab",11,4,"2021-11-22",64,10.4,55.69
"365",65,"nat","aab",11,4,"2021-11-22",65,10.69,51.92
"366",66,"oat","aab",11,4,"2021-11-22",66,10.36,49.61
"367",67,"pat","aab",11,4,"2021-11-22",67,10.36,50.57
"368",68,"qat","aab",11,4,"2021-11-22",68,10.3,55.81
"369",69,"rat","aab",11,4,"2021-11-22",69,10.54,50.51
"370",70,"sat","aab",11,4,"2021-11-22",70,10.69,51.04
"371",71,"tat","aab",11,4,"2021-11-22",71,9.41,57.48
"372",72,"uat","aab",11,4,"2021-11-22",72,9.48,53.03
"373",73,"vat","aab",11,4,"2021-11-22",73,10.57,55.3
"374",74,"wat","aab",11,4,"2021-11-22",74,10.41,52.62
"375",75,"xat","aab",11,4,"2021-11-22",75,10.42,50.25
"376",76,"yat","aab",11,4,"2021-11-22",76,10.77,53.93
"377",77,"zat","aab",11,4,"2021-11-22",77,10.19,52.64
"378",78,"abt","aab",11,4,"2021-11-22",78,10.47,53.39
"379",79,"bbt","aab",11,4,"2021-11-22",79,9.56,53.24
"380",80,"cbt","aab",11,4,"2021-11-22",80,9.43,51.85
"381",81,"dbt","aab",11,4,"2021-11-22",81,9.59,50.19
"382",82,"ebt","aab",11,4,"2021-11-22",82,9.4,52.18
"383",83,"fbt","aab",11,4,"2021-11-22",83,9.36,52.18
"384",84,"gbt","aab",11,4,"2021-11-22",84,9.59,52.45
"385",85,"hbt","aab",11,4,"2021-11-22",85,10.51,53.85
"386",86,"ibt","aab",11,4,"2021-11-22",86,10.23,52.16
"387",87,"jbt","aab",11,4,"2021-11-22",87,10.51,54.62
"388",88,"kbt","aab",11,4,"2021-11-22",88,10.46,52.71
"389",89,"lbt","aab",11,4,"2021-11-22",89,10.53,51.14
"390",90,"mbt","aab",11,4,"2021-11-22",90,10.68,51.46
"391",91,"nbt","aab",11,4,"2021-11-22",91,10.52,52.3
"392",92,"obt","aab",11,4,"2021-11-22",92,10.31,55.68
"393",93,"pbt","aab",11,4,"2021-11-22",93,10.81,53.6
"394",94,"qbt","aab",11,4,"2021-11-22",94,10.48,55.73
"395",95,"rbt","aab",11,4,"2021-11-22",95,9.9,55.18
"396",96,"sbt","aab",11,4,"2021-11-22",96,10.08,51.84
"397",97,"tbt","aab",11,4,"2021-11-22",97,9.9,59.18
"398",98,"ubt","aab",11,4,"2021-11-22",98,10.6,51.21
"399",99,"vbt","aab",11,4,"2021-11-22",99,10.33,50.92
"400",100,"wbt","aab",11,4,"2021-11-22",100,10.6,52.42
"401",1,"knf","abb",10,4,"2021-10-21",1,10.38,63.89
"402",2,"lnf","abb",10,4,"2021-10-21",2,10.59,65.22
"403",3,"mnf","abb",10,4,"2021-10-21",3,12.7,62.21
"404",4,"nnf","abb",10,4,"2021-10-21",4,11,64.49
"405",5,"onf","abb",10,4,"2021-10-21",5,9.92,66.69
"406",6,"pnf","abb",10,4,"2021-10-21",6,10.26,63.83
