"","farm_id","sensing_at","temp","humi","light","press","month","week","no","name","si","dong","address","latitude","longitude","area","is_wifi","is_power","research_year","slope","maintenance","cultivar","mulching","umbrella","spring_cooler","drip_hose","frost_fan","windscreent","monthweek"
"14","aab","2021-11-20",14,56,1,6.97,11,3,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-3"
"15","aab","2021-12-03",9.1,54.8,1,4.94,12,1,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","12-1"
"16","aab","2021-11-24",10.1,49.6,1,6.47,11,4,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-4"
"17","aab","2021-11-28",10,57.2,1,6.49,11,5,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-5"
"18","aab","2021-11-26",10.9,53.9,1,6.99,11,4,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-4"
"19","aab","2021-11-29",11.9,60.8,1,7.39,11,5,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-5"
"20","aab","2021-11-18",13,50.7,1,7.12,11,3,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-3"
"21","aab","2021-11-17",15.2,45.9,1,9.11,11,3,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-3"
"22","aab","2021-11-22",10.3,59.8,1,6.56,11,4,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-4"
"23","aab","2021-11-25",11.3,55.1,1,6.85,11,4,1,"남원농가","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 신흥리 841-1",33.301765,126.751244,2500,"Y","Y",2021,0,"Y","궁천","Y","Y","Y","Y","Y","Y","11-4"
"24","bab","2021-12-01",6.6,60.8,1,2.87,12,1,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-1"
"25","bab","2021-12-04",11.2,48.4,1,8.82,12,1,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-1"
"26","bab","2021-12-06",8.8,60.3,1,6.43,12,2,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-2"
"27","bab","2021-12-02",7.7,59.7,1,4.81,12,1,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-1"
"28","bab","2021-12-07",9.4,58.8,1,7.89,12,2,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-2"
"29","bab","2021-12-09",12.1,67,1,6.41,12,2,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-2"
"30","bab","2021-11-29",12.3,59,1,9.63,11,5,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-5"
"31","bab","2021-11-17",16.1,39.9,1,17.9,11,3,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-3"
"32","bab","2021-11-26",8.8,54.6,1,9.48,11,4,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-4"
"33","bab","2021-12-05",8.5,49.1,1,9.16,12,2,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-2"
"34","bab","2021-11-30",10.2,78.8,1,1.58,11,5,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-5"
"35","bab","2021-11-21",14.5,67.6,1,5.9,11,4,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-4"
"36","bab","2021-11-23",8.6,51.1,1,3.28,11,4,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-4"
"37","bab","2021-11-19",9.4,53.2,1,7.33,11,3,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-3"
"38","bab","2021-11-25",12.2,49.9,1,10.43,11,4,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-4"
"39","bab","2021-11-18",11.7,49.9,1,9.19,11,3,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-3"
"40","bab","2021-11-27",8.4,53.5,1,10.34,11,4,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-4"
"41","bab","2021-11-20",11.2,58.3,1,8.65,11,3,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-3"
"42","bab","2021-12-03",10.1,50.3,1,5.69,12,1,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-1"
"43","bab","2021-11-22",9.4,60.1,1,4.3,11,4,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-4"
"44","bab","2021-11-24",10.6,44.6,1,6.86,11,4,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-4"
"45","bab","2021-12-08",8.9,57.3,1,7.95,12,2,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","12-2"
"46","bab","2021-11-28",12.2,53.5,1,12.02,11,5,2,"귤낭밭농원","제주시","화북동","제주특별자치도 제주시 화북이동 5489-2",33.322098,126.755608,3200,"Y","Y",2021,0,"Y","궁천 ","Y","Y","Y","Y","Y","Y","11-5"
"47","bbb","2021-12-09",16.4,52.5,1,11.69,12,2,28,"현우네 감귤","서귀포시","남원읍","제주특별자치도 서귀포시 남원읍 의귀리 403",33.267059,126.433563,10000,"Y","Y",2021,0,"Y","궁천","Y","Y","N","N","Y","Y","12-2"
"48","cab","2021-11-07",16.8,72.2,1,0,11,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-2"
"49","cab","2021-11-21",13.5,78.4,1,0,11,4,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-4"
"50","cab","2021-11-11",11.8,71.2,1,0.75,11,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-2"
"51","cab","2021-11-08",12.6,75.2,1,0.69,11,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-2"
"52","cab","2021-11-25",10.8,64.5,1,0,11,4,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-4"
"53","cab","2021-11-27",8.4,60.4,1,2.97,11,4,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-4"
"54","cab","2021-12-09",9.9,81.4,0.94,1.75,12,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-2"
"55","cab","2021-12-03",10.2,55.2,1,1.11,12,1,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-1"
"56","cab","2021-12-01",6.6,65.2,1,0,12,1,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-1"
"57","cab","2021-12-05",6.2,63.9,0.83,2.17,12,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-2"
"58","cab","2021-11-09",10.8,61,1,1.05,11,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-2"
"59","cab","2021-11-17",10.2,64.7,1,0,11,3,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-3"
"60","cab","2021-11-26",7.7,70.2,1,0,11,4,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-4"
"61","cab","2021-11-28",8.1,64.6,1,0,11,5,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-5"
"62","cab","2021-12-04",10.7,55.6,1,2.33,12,1,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-1"
"63","cab","2021-11-30",11.2,86.1,1,0.63,11,5,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-5"
"64","cab","2021-11-16",11.1,65,1,1.22,11,3,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-3"
"65","cab","2021-11-23",8.7,56.9,1,0,11,4,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-4"
"66","cab","2021-11-18",10.6,62.5,1,0,11,3,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-3"
"67","cab","2021-11-14",12.5,65.1,1,0.04,11,3,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-3"
"68","cab","2021-11-20",10.6,71.3,1,0,11,3,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-3"
"69","cab","2021-11-22",9.8,68.6,1,0,11,4,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-4"
"70","cab","2021-11-12",11.3,65.3,1,1.73,11,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-2"
"71","cab","2021-11-10",10.2,74,1,0.48,11,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-2"
"72","cab","2021-11-24",10.3,54.1,1,0,11,4,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-4"
"73","cab","2021-11-15",12,63.9,1,0,11,3,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-3"
"74","cab","2021-11-19",9,66,1,0,11,3,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-3"
"75","cab","2021-11-13",11.7,62.6,1,0.17,11,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-2"
"76","cab","2021-12-06",6.8,75,0.85,2.07,12,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-2"
"77","cab","2021-12-02",7.3,66.3,1,0.23,12,1,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-1"
"78","cab","2021-11-29",12.4,68.1,1,3.31,11,5,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","11-5"
"79","cab","2021-12-07",8.2,72.5,1,2.74,12,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-2"
"80","cab","2021-12-08",6.5,74.5,0.85,2.62,12,2,3,"봉아름농장","제주시","회천동","제주특별자치도 제주시 회천동 2684",33.494034,126.554565,7800,"N","Y",2021,0,"Y","궁천, 흥진","Y","Y","Y","Y","Y","Y","12-2"
"81","cbb","2021-11-22",8.8,63.6,1,3.31,11,4,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-4"
"82","cbb","2021-11-11",11.3,67,1,6.14,11,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-2"
"83","cbb","2021-12-08",10,49.7,1,6.96,12,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","12-2"
"84","cbb","2021-11-20",13.7,45.6,1,6.53,11,3,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-3"
"85","cbb","2021-11-14",12.5,55,1,6.9,11,3,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-3"
"86","cbb","2021-11-29",13.2,55,1,7.03,11,5,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-5"
"87","cbb","2021-11-18",12.7,42.7,1,7.22,11,3,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-3"
"88","cbb","2021-11-24",9.3,51.9,1,4.65,11,4,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-4"
"89","cbb","2021-12-09",11.7,57,1,6.9,12,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","12-2"
"90","cbb","2021-11-16",12.3,50.6,1,3.8,11,3,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-3"
"91","cbb","2021-12-01",5.8,64.2,1,3.64,12,1,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","12-1"
"92","cbb","2021-12-02",6.8,61.5,1,3.21,12,1,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","12-1"
"93","cbb","2021-11-23",7.4,58.1,1,2.03,11,4,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-4"
"94","cbb","2021-11-10",9,73.3,1,2.8,11,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-2"
"95","cbb","2021-11-27",9.6,49.4,1,6.96,11,4,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-4"
"96","cbb","2021-12-03",9.2,54.3,1,5.49,12,1,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","12-1"
"97","cbb","2021-11-26",10.6,46.6,1,7.26,11,4,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-4"
"98","cbb","2021-11-21",15.3,64.8,1,3.22,11,4,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-4"
"99","cbb","2021-11-13",11.4,55.2,1,6.12,11,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-2"
"100","cbb","2021-12-07",10,53.1,1,6.71,12,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","12-2"
"101","cbb","2021-11-25",10.4,57.9,1,6.06,11,4,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-4"
"102","cbb","2021-11-19",12.7,41.8,1,8.02,11,3,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-3"
"103","cbb","2021-12-04",8.9,56.3,1,5,12,1,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","12-1"
"104","cbb","2021-11-17",12.7,41.5,1,6.94,11,3,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-3"
"105","cbb","2021-11-09",9.3,63.6,1,2.66,11,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-2"
"106","cbb","2021-11-30",10.4,81.2,1,1.12,11,5,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-5"
"107","cbb","2021-11-12",10.5,61,1,5.51,11,2,29,"난드르해수","서귀포시","하예동","제주특별자치도 서귀포시 하예동 1645",33.271103,126.44664,9850,"N","Y",2021,0,"Y","궁천","Y","N","N","N","N","N","11-2"
