"","apt_juso","coord_x","coord_y"
"57","제주특별자치도 제주시 한림읍 귀덕리 2424-1",126.286729620609,33.4270993905722
"58","제주특별자치도 제주시 한림읍 귀덕리 2530-1",126.290775216266,33.4265661292852
"59","제주특별자치도 제주시 한림읍 귀덕리 3247",126.284357746983,33.4398616561127
"60","제주특별자치도 제주시 한림읍 귀덕리 2378-3",126.288880400302,33.4251617864354
"61","제주특별자치도 제주시 한림읍 귀덕리 2377-1",126.289746398042,33.424749403229
"62","제주특별자치도 제주시 한림읍 귀덕리 621-5",126.297279785001,33.4349462630769
"63","제주특별자치도 제주시 한림읍 귀덕리 1712",126.291329735231,33.4324374603834
"64","제주특별자치도 제주시 한림읍 귀덕리 3919",126.277441860495,33.4372875581879
"65","제주특별자치도 제주시 한림읍 귀덕리 3600-1",126.280816013532,33.4326852821485
"66","제주특별자치도 제주시 한림읍 귀덕리 3263",126.284930540265,33.4379951620863
"67","제주특별자치도 제주시 한림읍 귀덕리 3130",126.28397720724,33.4412443845342
"68","제주특별자치도 제주시 한림읍 귀덕리 3165",126.282361594464,33.4407256499169
"69","제주특별자치도 제주시 한림읍 귀덕리 872-3",126.296875481278,33.4438892409577
"70","제주특별자치도 제주시 한림읍 귀덕리 2044",126.291711954741,33.4209786598304
"71","제주특별자치도 제주시 한림읍 귀덕리 2045",126.291304535439,33.4208515529722
"72","제주특별자치도 제주시 한림읍 귀덕리 2046-1",126.291799951472,33.4207077840737
"73","제주특별자치도 제주시 한림읍 귀덕리 2046-2",126.291395644201,33.4206080134206
"74","제주특별자치도 제주시 한림읍 귀덕리 2047-1",126.291880039706,33.4202587993227
"75","제주특별자치도 제주시 한림읍 귀덕리 2047-2",126.291763528636,33.4204266410937
"76","제주특별자치도 제주시 한림읍 귀덕리 286",126.298916845493,33.422403889718
"77","제주특별자치도 제주시 한림읍 귀덕리 2635-1",126.286282684206,33.4313775547116
"78","제주특별자치도 제주시 한림읍 귀덕리 2073",126.296258985585,33.4196221331423
"79","제주특별자치도 제주시 한림읍 귀덕리 2083",126.295707417676,33.4202639094528
"80","제주특별자치도 제주시 한림읍 귀덕리 239-1",126.297012914054,33.4223786887714
"81","제주특별자치도 제주시 한림읍 귀덕리 1997-1",126.293472225436,33.4256212399058
"82","제주특별자치도 제주시 한림읍 귀덕리 515-1",126.298610253698,33.4303391995129
"83","제주특별자치도 제주시 한림읍 귀덕리 559-1",126.300542806416,33.4316035907863
"84","제주특별자치도 제주시 한림읍 귀덕리 611-1",126.298166396504,33.4337704748848
"85","제주특별자치도 제주시 한림읍 귀덕리 3244-1",126.28496064365,33.439306962322
"86","제주특별자치도 제주시 한림읍 귀덕리 2885",126.289883321717,33.4369826498104
"87","제주특별자치도 제주시 한림읍 귀덕리 1513-2",126.292660869589,33.4351119531871
"88","제주특별자치도 제주시 한림읍 귀덕리 2378-1",126.289073814562,33.425295608871
"89","제주특별자치도 제주시 한림읍 귀덕리 2314-1",126.289012380108,33.4217393033669
"90","제주특별자치도 제주시 한림읍 귀덕리 3209-2",126.280433092279,33.4409457312188
"91","제주특별자치도 제주시 한림읍 귀덕리 3257",126.283147028662,33.438755721022
"92","제주특별자치도 제주시 한림읍 귀덕리 3744-1",126.276781553567,33.4362033397074
"93","제주특별자치도 제주시 한림읍 귀덕리 3588",126.281509468515,33.4315377053133
"94","제주특별자치도 제주시 한림읍 귀덕리 2678-1",126.288856165561,33.4337634202253
"95","제주특별자치도 제주시 한림읍 귀덕리 2711",126.288656552678,33.4343739117589
"96","제주특별자치도 제주시 한림읍 귀덕리 2294-2",126.287966994092,33.420435651032
"97","제주특별자치도 제주시 한림읍 귀덕리 793-1",126.297302854892,33.4402351912766
"98","제주특별자치도 제주시 한림읍 귀덕리 2673",126.289197477383,33.4337361654403
"99","제주특별자치도 제주시 한림읍 귀덕리 269-1",126.298141022303,33.4224678428209
"100","제주특별자치도 제주시 한림읍 귀덕리 1731-6",126.293434560518,33.4299780383831
"101","제주특별자치도 제주시 한림읍 귀덕리 3465-4",126.283767840685,33.4347901670522
"102","제주특별자치도 제주시 한림읍 귀덕리 3454",126.284507841689,33.4356465273934
"103","제주특별자치도 제주시 한림읍 귀덕리 3744-3",126.276898536035,33.4364125585177
"104","제주특별자치도 제주시 한림읍 귀덕리 450-8",126.297705012137,33.4316036927052
"105","제주특별자치도 제주시 한림읍 귀덕리 2268",126.289449289072,33.4190910464551
"106","제주특별자치도 제주시 한림읍 귀덕리 1928-1",126.293969603198,33.4257560645273
"107","제주특별자치도 제주시 한림읍 귀덕리 1904",126.294285799349,33.4269948427302
"108","제주특별자치도 제주시 한림읍 귀덕리 211-1",126.299559228923,33.4217386298506
"109","제주특별자치도 제주시 한림읍 귀덕리 225",126.298713299649,33.4216702882222
"110","제주특별자치도 제주시 한림읍 귀덕리 29",126.302835649277,33.4253220610015
"111","제주특별자치도 제주시 한림읍 귀덕리 2736-1",126.288686764921,33.4350993211456
"112","제주특별자치도 제주시 한림읍 귀덕리 253",126.298062619613,33.4244879496988
"113","제주특별자치도 제주시 한림읍 귀덕리 455-5",126.297681089311,33.4275115205239
"114","제주특별자치도 제주시 한림읍 귀덕리 555-1",126.30076098136,33.4308260294445
"115","제주특별자치도 제주시 한림읍 귀덕리 3387-1",126.281575573619,33.4351946507755
"116","제주특별자치도 제주시 한림읍 귀덕리 1917",126.295697724395,33.4269234381717
"117","제주특별자치도 제주시 한림읍 귀덕리 649",126.298281283565,33.4358225061718
"118","제주특별자치도 제주시 한림읍 귀덕리 210-1",126.299359145071,33.4217648180232
"119","제주특별자치도 제주시 한림읍 귀덕리 2726-2",126.29062163264,33.4363648708201
"120","제주특별자치도 제주시 한림읍 귀덕리 198-1",126.300662133286,33.4218595348703
"121","제주특별자치도 제주시 한림읍 귀덕리 2360-1",126.291235269323,33.423051213316
"122","제주특별자치도 제주시 한림읍 귀덕리 2035-1",126.292594040865,33.4220888606311
"123","제주특별자치도 제주시 한림읍 귀덕리 2358-2",126.291667913735,33.4222579427711
"124","제주특별자치도 제주시 한림읍 수원리 260-2",126.273109047538,33.4344100736837
"125","제주특별자치도 제주시 한림읍 수원리 262-6",126.275562037499,33.4321879533569
"126","제주특별자치도 제주시 한림읍 수원리 263-5",126.274812925858,33.4313292328128
"127","제주특별자치도 제주시 한림읍 수원리 264-15",126.271937144551,33.429158315973
"128","제주특별자치도 제주시 한림읍 수원리 267-5",126.272460906107,33.4337197160395
"129","제주특별자치도 제주시 한림읍 수원리 277-2",126.27113401412,33.4290194429782
"130","제주특별자치도 제주시 한림읍 수원리 281-6",126.266294549718,33.4300245769958
"131","제주특별자치도 제주시 한림읍 수원리 282-12",126.266322891432,33.4307200472123
"132","제주특별자치도 제주시 한림읍 수원리 283-18",126.265808065511,33.43288909935
"133","제주특별자치도 제주시 한림읍 수원리 644-2",126.266179138602,33.4282399271091
"134","제주특별자치도 제주시 한림읍 수원리 659-3",126.264260637354,33.4291253685838
"135","제주특별자치도 제주시 한림읍 수원리 277-18",126.270076677505,33.4279965066619
"136","제주특별자치도 제주시 한림읍 수원리 263-22",126.272760913952,33.4310516104696
"137","제주특별자치도 제주시 한림읍 수원리 266-22",126.272476859455,33.4312537029247
"138","제주특별자치도 제주시 한림읍 수원리 263-1",126.273814922088,33.4321725067951
"139","제주특별자치도 제주시 한림읍 수원리 277-10",126.270646978278,33.4289486905337
"140","제주특별자치도 제주시 한림읍 수원리 265-19",126.27062756684,33.4313079358666
"141","제주특별자치도 제주시 한림읍 수원리 267-20",126.270173718738,33.4329231609145
"142","제주특별자치도 제주시 한림읍 수원리 267-22",126.270794584048,33.4334776814774
"143","제주특별자치도 제주시 한림읍 수원리 271-23",126.264399134804,33.4344779079455
"144","제주특별자치도 제주시 한림읍 수원리 272-13",126.266581112428,33.432900344957
"145","제주특별자치도 제주시 한림읍 수원리 276-14",126.269318719488,33.4285507565213
"146","제주특별자치도 제주시 한림읍 수원리 263-3",126.274602806606,33.4317051373806
"147","제주특별자치도 제주시 한림읍 수원리 281-13",126.264745626972,33.4299100993147
"148","제주특별자치도 제주시 한림읍 대림리 3-1",126.286786876939,33.426501155947
"149","제주특별자치도 제주시 한림읍 대림리 19-1",126.286364420263,33.4256077773276
"150","제주특별자치도 제주시 한림읍 대림리 315-1",126.284796414248,33.4171135405365
"151","제주특별자치도 제주시 한림읍 대림리 755-1",126.282477780136,33.4226753913299
"152","제주특별자치도 제주시 한림읍 대림리 761",126.281719276016,33.4228933329333
"153","제주특별자치도 제주시 한림읍 대림리 1086-12",126.274936416214,33.4294743106047
"154","제주특별자치도 제주시 한림읍 대림리 1087-9",126.275736055248,33.4288955662155
"155","제주특별자치도 제주시 한림읍 대림리 1093-1",126.273756990579,33.4271213026902
"156","제주특별자치도 제주시 한림읍 대림리 1096-7",126.272673197452,33.4272455018088
"157","제주특별자치도 제주시 한림읍 대림리 1413-1",126.278984419004,33.4225069137938
"158","제주특별자치도 제주시 한림읍 대림리 629-1",126.28555448718,33.4193304070116
"159","제주특별자치도 제주시 한림읍 대림리 452-1",126.279268796347,33.4218961180912
"160","제주특별자치도 제주시 한림읍 대림리 181-1",126.28976416709,33.4172985976902
"161","제주특별자치도 제주시 한림읍 대림리 922-2",126.284023610915,33.4278296828572
"162","제주특별자치도 제주시 한림읍 대림리 975",126.28183369103,33.4298115123824
"163","제주특별자치도 제주시 한림읍 대림리 616",126.284108931703,33.4190596206859
"164","제주특별자치도 제주시 한림읍 대림리 610",126.283803659261,33.419287402938
"165","제주특별자치도 제주시 한림읍 대림리 731",126.282981229175,33.4244347754014
"166","제주특별자치도 제주시 한림읍 대림리 1557",126.27349977401,33.4245424310653
"167","제주특별자치도 제주시 한림읍 대림리 1538",126.273264972435,33.4243075446483
"168","제주특별자치도 제주시 한림읍 대림리 1537",126.273342895962,33.4240786375125
"169","제주특별자치도 제주시 한림읍 대림리 908",126.285043837298,33.4270381140543
"170","제주특별자치도 제주시 한림읍 대림리 906",126.285298036796,33.4277316373783
"171","제주특별자치도 제주시 한림읍 대림리 352-2",126.283120006964,33.4175572729923
"172","제주특별자치도 제주시 한림읍 대림리 774",126.28113293964,33.423615804348
"173","제주특별자치도 제주시 한림읍 대림리 10-2",126.288031179931,33.425664869369
"174","제주특별자치도 제주시 한림읍 대림리 495-2",126.279418236734,33.4193851629622
"175","제주특별자치도 제주시 한림읍 대림리 306-2",126.285490016444,33.4153746761296
"176","제주특별자치도 제주시 한림읍 대림리 932",126.28472201364,33.4283105618015
"177","제주특별자치도 제주시 한림읍 대림리 870-1",126.282425034848,33.4270998965004
"178","제주특별자치도 제주시 한림읍 대림리 931",126.284077198784,33.4279556734122
"179","제주특별자치도 제주시 한림읍 대림리 810",126.280463641366,33.4245924900029
"180","제주특별자치도 제주시 한림읍 대림리 816-3",126.280881108039,33.4254963178548
"181","제주특별자치도 제주시 한림읍 대림리 817-2",126.281288978265,33.4261043680814
"182","제주특별자치도 제주시 한림읍 대림리 818",126.2809726157,33.4258475657306
"183","제주특별자치도 제주시 한림읍 대림리 837-2",126.281830500105,33.4274049785578
"184","제주특별자치도 제주시 한림읍 대림리 867-1",126.282851577883,33.4281721865468
"185","제주특별자치도 제주시 한림읍 대림리 968",126.282105102811,33.430501895767
"186","제주특별자치도 제주시 한림읍 대림리 976",126.281670705825,33.4294560646932
"187","제주특별자치도 제주시 한림읍 대림리 1275",126.279028083173,33.4273178558162
"188","제주특별자치도 제주시 한림읍 대림리 1397",126.278926435572,33.4234471126424
"189","제주특별자치도 제주시 한림읍 대림리 650-1",126.284405932514,33.4221072595697
"190","제주특별자치도 제주시 한림읍 대림리 867-5",126.282832726213,33.4279541639908
"191","제주특별자치도 제주시 한림읍 대림리 1090-6",126.277090551557,33.4258863088776
"192","제주특별자치도 제주시 한림읍 대림리 452",126.27899039568,33.4218229141365
"193","제주특별자치도 제주시 한림읍 대림리 474",126.279452380367,33.4214211464056
"194","제주특별자치도 제주시 한림읍 대림리 124",126.286771630547,33.4181359541765
"195","제주특별자치도 제주시 한림읍 대림리 338",126.284178990928,33.418225875431
"196","제주특별자치도 제주시 한림읍 대림리 342-1",126.283660741872,33.4182569638788
"197","제주특별자치도 제주시 한림읍 대림리 349-2",126.283147063444,33.4180719658444
"198","제주특별자치도 제주시 한림읍 대림리 156",126.287594109566,33.4169891711048
"199","제주특별자치도 제주시 한림읍 대림리 164",126.287461423811,33.4157407902726
"200","제주특별자치도 제주시 한림읍 대림리 174",126.287861853506,33.4159698392338
"201","제주특별자치도 제주시 한림읍 대림리 1089-1",126.276403589931,33.4277142369865
"202","제주특별자치도 제주시 한림읍 대림리 1088-2",126.276764896622,33.4280999693287
"203","제주특별자치도 제주시 한림읍 대림리 936",126.284876091233,33.4277867265828
"204","제주특별자치도 제주시 한림읍 대림리 132",126.286876120557,33.4173088063113
"205","제주특별자치도 제주시 한림읍 대림리 1367-1",126.279758925279,33.4256637229209
"206","제주특별자치도 제주시 한림읍 대림리 940",126.285447412857,33.4288308114003
"207","제주특별자치도 제주시 한림읍 대림리 873",126.28222686483,33.4266301950876
"208","제주특별자치도 제주시 한림읍 대림리 853-4",126.280218571644,33.4286478485794
"209","제주특별자치도 제주시 한림읍 대림리 847",126.280430518762,33.4278902128631
"210","제주특별자치도 제주시 한림읍 대림리 1091-11",126.275657478929,33.4244135009613
"211","제주특별자치도 제주시 한림읍 대림리 1092-17",126.274922744175,33.4245232589227
"212","제주특별자치도 제주시 한림읍 대림리 1091-12",126.275288743824,33.4244324442618
"213","제주특별자치도 제주시 한림읍 대림리 1091-13",126.275268954261,33.4242778868112
"214","제주특별자치도 제주시 한림읍 대림리 187",126.289594964568,33.4167680354539
"215","제주특별자치도 제주시 한림읍 대림리 928",126.283813668872,33.4285171930749
"216","제주특별자치도 제주시 한림읍 대림리 949-2",126.283454837439,33.4286898481146
"217","제주특별자치도 제주시 한림읍 대림리 838-2",126.282079294882,33.4276679692288
"218","제주특별자치도 제주시 한림읍 대림리 838-8",126.282304572472,33.4282540422135
"219","제주특별자치도 제주시 한림읍 대림리 169",126.28894116301,33.4156109769026
"220","제주특별자치도 제주시 한림읍 대림리 557-2",126.282351618008,33.4209296383623
"221","제주특별자치도 제주시 한림읍 대림리 765-2",126.280635783767,33.4222717206034
"222","제주특별자치도 제주시 한림읍 대림리 363",126.282273042942,33.4182616551159
"223","제주특별자치도 제주시 한림읍 대림리 345-2",126.282734736045,33.418505770854
"224","제주특별자치도 제주시 한림읍 대림리 585-6",126.282638205993,33.4220075214481
"225","제주특별자치도 제주시 한림읍 대림리 1705-5",126.275055711209,33.4200645157462
"226","제주특별자치도 제주시 한림읍 대림리 1418",126.277347405213,33.4223845088603
"227","제주특별자치도 제주시 한림읍 대림리 1427",126.276935600562,33.4224509903317
"228","제주특별자치도 제주시 한림읍 대림리 1092-21",126.273909275426,33.4250123917116
"229","제주특별자치도 제주시 한림읍 대림리 727-4",126.282147434612,33.4244451895928
"230","제주특별자치도 제주시 한림읍 대림리 792",126.281890187749,33.4240867621134
"231","제주특별자치도 제주시 한림읍 대림리 729-2",126.282729155842,33.4240090309576
"232","제주특별자치도 제주시 한림읍 대림리 728",126.282408933969,33.4240387343914
"233","제주특별자치도 제주시 한림읍 대림리 159",126.287388171022,33.4165484636976
"234","제주특별자치도 제주시 한림읍 대림리 161",126.287830369089,33.4163893481705
"235","제주특별자치도 제주시 한림읍 대림리 185-2",126.28927059158,33.4159383383715
"236","제주특별자치도 제주시 한림읍 대림리 599",126.284486865301,33.4201314454789
"237","제주특별자치도 제주시 한림읍 대림리 604",126.283827204995,33.4203873862752
"238","제주특별자치도 제주시 한림읍 대림리 985",126.280077664163,33.4310111707324
"239","제주특별자치도 제주시 한림읍 대림리 17-2",126.287171741144,33.4254042429788
"240","제주특별자치도 제주시 한림읍 대림리 88-1",126.286251149923,33.4207920152585
"241","제주특별자치도 제주시 한림읍 대림리 329",126.283753519757,33.4176028562407
"242","제주특별자치도 제주시 한림읍 대림리 590-5",126.282651044281,33.4214661922213
"243","제주특별자치도 제주시 한림읍 대림리 699-3",126.284363511244,33.4247746324841
"244","제주특별자치도 제주시 한림읍 대림리 1409-1",126.280250606173,33.4226427434629
"245","제주특별자치도 제주시 한림읍 대림리 658-1",126.284538288151,33.4226706138661
"246","제주특별자치도 제주시 한림읍 대림리 719",126.281834982252,33.4257639357825
"247","제주특별자치도 제주시 한림읍 대림리 721-2",126.28152757372,33.4257644996463
"248","제주특별자치도 제주시 한림읍 대림리 419",126.276397096222,33.4210970920329
"249","제주특별자치도 제주시 한림읍 대림리 422",126.276077531654,33.4214372897139
"250","제주특별자치도 제주시 한림읍 대림리 725-1",126.28167363205,33.4250150447282
"251","제주특별자치도 제주시 한림읍 대림리 736-3",126.283511114659,33.4243005255512
"252","제주특별자치도 제주시 한림읍 대림리 793-2",126.28134164226,33.4242932943855
"253","제주특별자치도 제주시 한림읍 대림리 793-4",126.281140704806,33.4240955839926
"254","제주특별자치도 제주시 한림읍 대림리 1276",126.278573958107,33.4275193345029
"255","제주특별자치도 제주시 한림읍 대림리 149-1",126.28660368852,33.4158624437913
"256","제주특별자치도 제주시 한림읍 대림리 1342",126.278546065581,33.4248861780712
"257","제주특별자치도 제주시 한림읍 대림리 1419",126.277529269143,33.4225209866499
"258","제주특별자치도 제주시 한림읍 대림리 2",126.286401377068,33.4261371316518
"259","제주특별자치도 제주시 한림읍 대림리 611-1",126.283506794077,33.4192506168417
"260","제주특별자치도 제주시 한림읍 대림리 1370-1",126.280442720858,33.4255512967319
"261","제주특별자치도 제주시 한림읍 대림리 1370-3",126.280120417498,33.4252462228456
"262","제주특별자치도 제주시 한림읍 대림리 706",126.282883441244,33.4255003371338
"263","제주특별자치도 제주시 한림읍 대림리 361",126.282569726977,33.417914727109
"264","제주특별자치도 제주시 한림읍 대림리 469-3",126.279965588926,33.422094276517
"265","제주특별자치도 제주시 한림읍 대림리 1405-1",126.279406976948,33.4231298416997
"266","제주특별자치도 제주시 한림읍 대림리 147-1",126.286125903268,33.4153385768783
"267","제주특별자치도 제주시 한림읍 대림리 147-2",126.286039497845,33.4150456943186
"268","제주특별자치도 제주시 한림읍 대림리 290",126.285610930341,33.4149717311051
"269","제주특별자치도 제주시 한림읍 대림리 586",126.28235821439,33.4217483182753
"270","제주특별자치도 제주시 한림읍 대림리 33",126.28709759767,33.4241621502724
"271","제주특별자치도 제주시 한림읍 대림리 759",126.282575362835,33.4235695192222
"272","제주특별자치도 제주시 한림읍 대림리 330-1",126.283812101121,33.4177615133983
"273","제주특별자치도 제주시 한림읍 대림리 1683",126.273876426891,33.4214286619877
"274","제주특별자치도 제주시 한림읍 대림리 1411-1",126.279619762026,33.4225432426647
"275","제주특별자치도 제주시 한림읍 대림리 1091-9",126.275950643618,33.4247034499148
"276","제주특별자치도 제주시 한림읍 대림리 1095-23",126.272713360199,33.4283990463099
"277","제주특별자치도 제주시 한림읍 대림리 1086-5",126.27495931724,33.4304832290687
"278","제주특별자치도 제주시 한림읍 대림리 931-1",126.283995392494,33.4282282918937
"279","제주특별자치도 제주시 한림읍 대림리 932-1",126.284348774813,33.428313097063
"280","제주특별자치도 제주시 한림읍 대림리 1287-2",126.279496347405,33.4292959530809
"281","제주특별자치도 제주시 한림읍 대림리 1608-1",126.270059396388,33.4227258216945
"282","제주특별자치도 제주시 한림읍 대림리 867-2",126.282980908753,33.427860895032
"283","제주특별자치도 제주시 한림읍 대림리 1420-2",126.277710752939,33.4228202886209
"284","제주특별자치도 제주시 한림읍 대림리 1420-4",126.277333091392,33.4229052724236
"285","제주특별자치도 제주시 한림읍 대림리 1422",126.277156017967,33.4231507346014
"286","제주특별자치도 제주시 한림읍 대림리 593-2",126.284183886874,33.4207213196155
"287","제주특별자치도 제주시 한림읍 대림리 593-4",126.283972583911,33.421184057285
"288","제주특별자치도 제주시 한림읍 대림리 858",126.281495302295,33.429094143576
"289","제주특별자치도 제주시 한림읍 대림리 874-1",126.282401838856,33.4265867592731
"290","제주특별자치도 제주시 한림읍 대림리 848",126.280566210351,33.4281383052398
"291","제주특별자치도 제주시 한림읍 대림리 721-1",126.281757104302,33.4260812041518
"292","제주특별자치도 제주시 한림읍 대림리 838-9",126.282345846012,33.4279032031062
"293","제주특별자치도 제주시 한림읍 대림리 937",126.285042355963,33.4282286513317
"294","제주특별자치도 제주시 한림읍 대림리 1688",126.274572994137,33.4219363641552
"295","제주특별자치도 제주시 한림읍 대림리 817-4",126.281183427865,33.4259825831351
"296","제주특별자치도 제주시 한림읍 대림리 600",126.284272353072,33.4200291399343
"297","제주특별자치도 제주시 한림읍 대림리 714-1",126.282249851409,33.4249346229267
"298","제주특별자치도 제주시 한림읍 대림리 713-1",126.282379365674,33.4247836351511
"299","제주특별자치도 제주시 한림읍 대림리 1432",126.275431338337,33.4228636144149
"300","제주특별자치도 제주시 한림읍 대림리 34",126.286737816159,33.4245065621167
"301","제주특별자치도 제주시 한림읍 대림리 1089-10",126.276289809592,33.4271984066354
"302","제주특별자치도 제주시 한림읍 대림리 1089-11",126.276078859304,33.4273526091157
"303","제주특별자치도 제주시 한림읍 대림리 1094-11",126.275044928068,33.4274932583664
"304","제주특별자치도 제주시 한림읍 대림리 1094-18",126.275381047963,33.4272601789034
"305","제주특별자치도 제주시 한림읍 대림리 380-1",126.281121631643,33.4170820216327
"306","제주특별자치도 제주시 한림읍 대림리 380-2",126.281415389291,33.416999064451
"307","제주특별자치도 제주시 한림읍 대림리 1093-18",126.272964832394,33.4259003317636
"308","제주특별자치도 제주시 한림읍 대림리 35-1",126.287617321401,33.4245865383771
"309","제주특별자치도 제주시 한림읍 한림리 218",126.275298953571,33.4112580525195
"310","제주특별자치도 제주시 한림읍 한림리 253-1",126.280249165954,33.414738242235
"311","제주특별자치도 제주시 한림읍 한림리 401-4",126.277256638059,33.4163012381814
"312","제주특별자치도 제주시 한림읍 한림리 725-2",126.272765051771,33.4107602441193
"313","제주특별자치도 제주시 한림읍 한림리 775",126.275059044058,33.4105805494764
"314","제주특별자치도 제주시 한림읍 한림리 857-1",126.270872180427,33.407037113047
"315","제주특별자치도 제주시 한림읍 한림리 18-2",126.282053584308,33.4154037923278
"316","제주특별자치도 제주시 한림읍 한림리 24-2",126.28336808282,33.4145150331578
"317","제주특별자치도 제주시 한림읍 한림리 861",126.2703464992,33.4067945606284
"318","제주특별자치도 제주시 한림읍 한림리 4-1",126.283238994423,33.4158333117845
"319","제주특별자치도 제주시 한림읍 한림리 2",126.283899002722,33.4164216233674
"320","제주특별자치도 제주시 한림읍 한림리 825-7",126.273648880789,33.4058723179033
"321","제주특별자치도 제주시 한림읍 한림리 446",126.27449487235,33.418518530484
"322","제주특별자치도 제주시 한림읍 한림리 258",126.278870894704,33.4141033636142
